SMILES,logP,fold_0,fold_1,fold_2,fold_3,fold_4
CCC(Cc1ccccc1)(N(C)C)C(=O)c2ccc(cc2)N3CCOCC3,-4.7932278922,val,train,train,train,train
CC(C)CCCCCCc1ccc(O)cc1,-4.587250024599999,val,train,train,train,train
CC(=C)c1cccc(c1)C(C)=C,-4.4511392252,val,train,train,train,train
[Mo],-4.2038484637,train,train,train,train,val
CC(C)(C)CCCCCC(=O)OC=C,-4.581332510899999,val,train,train,train,train
Cc1ccc(cc1)C(C)(C)C,-4.4720217682,train,train,train,val,train
OC(=O)C1CCCCC1,-1.445031941,train,val,train,train,train
[Na+].[Na+].[Na+].[Na+].[Na+].[O-][S](=O)(=O)OCC[S](=O)(=O)c1cccc(Nc2nc(Cl)nc(Nc3cc(cc4C=C(\C(=N/Nc5ccc6c(cccc6[S]([O-])(=O)=O)c5[S]([O-])(=O)=O)C(=O)c34)[S]([O-])(=O)=O)[S]([O-])(=O)=O)n2)c1,-0.4108977358,train,train,val,train,train
C(CCCN=C\C=C\c1ccccc1)CCN=C/C=C/c2ccccc2,-3.8937390711,train,train,val,train,train
CC(C)(C)CC(C)(C)c1cc(Cc2cc(cc(n3nc4ccccc4n3)c2O)C(C)(C)CC(C)(C)C)c(O)c(c1)n5nc6ccccc6n5,-7.973715535399999,train,train,val,train,train
[Cl-].CCN(CC[N+](C)(C)C)c1ccc(cc1)N=Nc2ccc(cc2Cl)[N+]([O-])=O,-3.0386996230000003,train,val,train,train,train
C1CN(CCO1)Sc2sc3ccccc3n2,-3.8109627954,train,val,train,train,train
CC1(C)[C@H]2C[C@@H]3O[C@]3(C)[C@@H]1C2,-2.5936884915,val,train,train,train,train
[Na+].[Na+].[Na+].[Na+].NC(=O)Nc1cc(Nc2nc(Cl)nc(Nc3cccc(c3)[S](=O)(=O)CCO[S]([O-])(=O)=O)n2)ccc1N=Nc4cc5c(cc(cc5[S]([O-])(=O)=O)[S]([O-])(=O)=O)cc4[S]([O-])(=O)=O,-0.4261364852,train,val,train,train,train
[Na+].[Na+].CCCCCCCCCCCCNc1nc(Cl)nc(Nc2ccc3c(O)c(N=Nc4ccc(cc4)N=Nc5ccc(cc5)[S]([O-])(=O)=O)c(cc3c2)[S]([O-])(=O)=O)n1,-3.358911212,train,train,val,train,train
CCCN(CCC)C(=O)SCC,-2.7031744039,val,train,train,train,train
C1CC(CCC1COCC2CO2)COCC3CO3,-1.8357972344,train,val,train,train,train
CC(CC1=CC(=CC(=O)N1O)C)CC(C)(C)C.NCCO,-3.9054642035,train,train,train,val,train
[OH-].[Ca++].[Ca++].[Ca++].[Ca++].[Ca++].[O-][P]([O-])([O-])=O.[O-][P]([O-])([O-])=O.[O-][P]([O-])([O-])=O,-4.1419008964,train,train,val,train,train
O=[P+]1Oc2ccccc2c3ccccc13,-1.7796231349,train,train,train,train,val
C=COC(=O)c1ccccc1,-2.6229591952,train,train,train,train,val
COC(=O)c1ccc(cc1)C(C)(C)C,-3.7398163758,train,val,train,train,train
Cc1cccc(CC(C)(C)CO)c1,-2.8265354685000004,train,val,train,train,train
CC(=O)OC\C=C(C)/CCC=C(C)C,-3.7549532157,val,train,train,train,train
CC1(C)[C@H]2CC=C(CCO)[C@@H]1C2,-2.6959998037,val,train,train,train,train
CC1CC(=O)CC(C)(C)C1,-1.6471414632,train,train,train,train,val
C=CC(=O)OCCOc1ccccc1c2ccccc2,-3.9515188418,train,val,train,train,train
SCCC(=O)OCC(COC(=O)CCS)(COC(=O)CCS)COC(=O)CCS,-5.1231687481,train,train,val,train,train
Cc1cc(cc(C)c1O)C(C)(C)c2cc(C)c(O)c(C)c2,-4.952868802799999,train,val,train,train,train
CCCCCCCCCCCCCCCCCC(=O)OCC(COC(=O)CCCCCCCCCCCCCCCCC)OC(=O)CCCCCCCCCCCCCCCCC,-5.4730005799,train,train,train,train,val
CCOC(=O)CC(C)CC(C)(C)C,-3.8230431676,train,val,train,train,train
[Ca++].[O-][Si]([O-])=O,-2.6500869941,train,train,train,train,val
CCc1ccc(C)nc1,-1.0042604536,train,train,train,val,train
CC(C)[C@@H]1CC[C@@H](C)C[C@H]1OC(=O)[C@H](C)O,-2.9799872046,train,val,train,train,train
C[C@]12C[C@H](O)[C@H]3[C@@H](CCC4=CC(=O)C=C[C@]34C)[C@@H]1CC[C@]2(O)C(=O)CO,-3.1784471289,train,val,train,train,train
[Na+].[Na+].Cc1ccc(Nc2ccc(Nc3ccc(C)cc3[S]([O-])(=O)=O)c4C(=O)c5ccccc5C(=O)c24)c(c1)[S]([O-])(=O)=O,-1.4270312571,train,val,train,train,train
[O--].[O--].[O--].[O--].[O--].[O--].[O--].[O--].[O--].[Al+3].[Al+3].[Mo].[Mo],-4.2291529922,train,train,val,train,train
CC(=C)C(=O)OCCOc1ccccc1,-2.9526471698,train,train,train,train,val
CCCCOCCOCCOCc1cc2OCOc2cc1CCC,-4.1510889183,train,val,train,train,train
CF,-0.1758743764999999,train,train,train,train,val
C(COc1ccccc1)Oc2ccccc2,-3.9885265275,train,train,val,train,train
CCc1cc(Cc2cc(CC)c(N)c(CC)c2Cl)c(Cl)c(CC)c1N,-7.2780387128,val,train,train,train,train
[Na+].Cc1cc(C)c(Nc2cc(c(N)c3C(=O)c4ccccc4C(=O)c23)[S]([O-])(=O)=O)c(C)c1CNC(=O)c5ccccc5,-1.4396051212999998,train,train,train,train,val
CCCC(CCC)C(O)=O,-1.8579774272,train,train,train,val,train
[Zn++].[S-]c1sc2ccccc2n1.[S-]c3sc4ccccc4n3,-4.285895804,train,val,train,train,train
Oc1ccccc1.ClCC2CO2.C=O,-4.0347567611,val,train,train,train,train
CCCCCC/C=C/C1CC(=O)OC1=O,-4.0217535152,train,val,train,train,train
CC(=C)C(O)=O.CC(C)(c1ccc(O)cc1)c2ccc(O)cc2.ClCC3CO3,-5.229282852,train,train,val,train,train
CC1=CC[C@H]2C[C@@H]1C2(C)C,-4.7725704235,train,train,train,val,train
C[Si](C)(C)O[Si](C)(C)C,-4.909505216,train,train,val,train,train
FC(=C)C(F)(F)F,-2.7599573667,train,train,train,val,train
O=C1Oc2ccccc2C=C1,-1.8860303607,train,train,val,train,train
CC(=C)C1CCC(=CC1)C,-3.8464965295,train,val,train,train,train
[Na+].CCN(CC)c1ccc([C+](c2ccc(cc2)N(CC)Cc3cccc(c3)[S]([O-])(=O)=O)c4ccc(cc4)N(CC)Cc5cccc(c5)[S]([O-])(=O)=O)c(C)c1,-0.6229779303,val,train,train,train,train
S=[W]=S,-4.1391336425,train,train,train,train,val
[Na+].[Na+].CC1=NN(C(=O)C1N=Nc2ccc(c3ccc(cc3[S]([O-])(=O)=O)N=NC4C(=NN(C4=O)c5ccccc5)C)c(c2)[S]([O-])(=O)=O)c6ccccc6,-1.642781181,train,train,val,train,train
CC(=O)O[C@H]1C[C@H]2CC[C@@]1(C)C2(C)C,-3.0887781924,train,val,train,train,train
[Pb++].[O-][Si]([O-])=O,-6.6197116003,val,train,train,train,train
CCCC(=O)OC(C)(C)Cc1ccccc1,-4.1359426126,val,train,train,train,train
[Na+].[Na+].[O-][S](=O)(=O)c1ccc(N\N=C\2C=CC(=O)C(=N/Nc3ccc(c4ccccc34)[S]([O-])(=O)=O)\C2=O)c5ccccc15,-2.6038411441,train,train,train,train,val
CCCOCC(C)OCC(C)O,-0.0700526508,val,train,train,train,train
CC1(C)CC(CC(C)(CN=C=O)C1)N=C=O,-4.1708247593,val,train,train,train,train
CCCCCCCC\C=C/CCCCCCCC(O)=O.NCCNCCN,-4.4100874366000005,train,train,train,val,train
CCN(CC[n+]1ccccc1)c2ccc(cc2)N=Nc3ccc(cc3Cl)[N+]([O-])=O.CC([O-])=O,-1.5218900849,train,train,train,train,val
O=C(Oc1ccccc1)Oc2ccccc2,-4.2169166627,train,val,train,train,train
CCCCC(CC)C(=O)OC=C,-4.1519109764,train,val,train,train,train
CC(=C)C(=O)NCNC(=O)C(C)=C,-1.1892367555,val,train,train,train,train
C\1C\C=C/CC\C=C1,-2.9659771733,train,val,train,train,train
CO[Si](CCCN=C=O)(OC)OC,-3.2569810012,val,train,train,train,train
CCO[Si](CCCCl)(OCC)OCC,-3.3285834497000004,train,val,train,train,train
CCCCOC(=O)c1ccccc1C(=O)OCCCC,-4.3876832538,train,train,train,train,val
[Na+].[Na+].Cc1cc(C)c(c(C)c1Nc2ccc(Nc3c(C)cc(C)c(c3C)[S]([O-])(=O)=O)c4C(=O)c5ccccc5C(=O)c24)[S]([O-])(=O)=O,-1.7922611704,val,train,train,train,train
Oc1ccc(c(O)c1O)C(=O)c2ccccc2,-3.3451078238,val,train,train,train,train
CCCCCCCCC\C=C\CC1CC(=O)OC1=O,-4.4255032449,val,train,train,train,train
CC(C)CC(C)CC(C)\C=C(/C)C1CC(=O)OC1=O,-4.4255032449,train,train,val,train,train
CCCCCCCC\C=C/CCCCCCCC(=O)OCC(O)COB(O)O.CCCCCCCC\C=C/CCCCCCCC(=O)OCC(O)COB(O)OCC(O)COC(=O)CCCCCCC\C=C/CCCCCCCC.CCCCCCCC\C=C/CCCCCCCC(=O)OCC(O)COB(OCC(O)COC(=O)CCCCCCC\C=C/CCCCCCCC)OCC(O)COC(=O)CCCCCCC\C=C/CCCCCCCC,-5.345705158,train,val,train,train,train
CCCCCCCCCC(=O)Oc1ccc(cc1)C(O)=O,-5.424547549700001,train,val,train,train,train
CCO[Si](CCCSSCCC[Si](OCC)(OCC)OCC)(OCC)OCC,-5.676541808600001,train,train,val,train,train
COc1ccc(\C=C\C(=O)OCCC(C)C)cc1,-5.4919252104,train,train,val,train,train
CCCCCCCCCCCCCCCC(=O)NCC(O)=O,-5.593122621900001,train,train,val,train,train
C\1C\C=C/CC\C=C/CC/C=C1,-5.3651562541,train,train,train,val,train
CC(CCN(CCC(C)CC(C)(C)C)C(=S)S[Zn]SC(=S)N(CCC(C)CC(C)(C)C)CCC(C)CC(C)(C)C)CC(C)(C)C,-6.1025269393,train,train,train,train,val
BrCc1ccc(cc1)c2ccccc2C#N,-6.6566491092,train,train,train,train,val
CCCCCCCCCCCCCCCCCC(=O)OC1CC(C)(C)NC(C)(C)C1.CCCCCCCCCCCCCCCC(=O)OC2CC(C)(C)NC(C)(C)C2,-6.214524895199999,train,val,train,train,train
CCCCC(CC)CNC(=O)CCCCCC(C)C,-5.731545252999999,val,train,train,train,train
CO[C@H]1C[C@@H](O[C@@H](C)[C@@H]1O)OC2[C@H](C)O[C@H](C[C@@H]2OC)OC3[C@@H](C)/C=C/C=C/4CO[C@@H]5[C@H](O)C(=C[C@@H](C(=O)O[C@H]6C[C@@H](C\C=C3/C)O[C@@]7(C6)O[C@@H]([C@@H](C)C=C7)C8CCCCC8)[C@]45O)C,-7.5558815137,train,train,val,train,train
c1ccc(cc1)c2ccc(cc2)c3ccccc3,-6.183335848,train,val,train,train,train
c1cc2ccc3cccc4ccc(c1)c2c34,-6.1787966156,train,val,train,train,train
CCCCOC(=O)c1ccc(cc1)C(=O)OCCCC,-6.40319542,train,train,train,val,train
CCC(CC)CC1(CCCCC1)C#N,-6.5873382321000005,train,train,val,train,train
COc1ccc(cc1)N2CCN(CC2)c3ccc(cc3)[N+]([O-])=O,-6.9290130346000005,train,train,train,train,val
CC(C)CCCCCCCOC(=O)CCCCCCCCC(=O)OCCCCCCCC(C)C,-7.2523945018,train,train,train,train,val
CCCCN(CCCC)c1ccc2c(Oc3cc(C)c(Nc4ccccc4)cc3C25OC(=O)c6ccccc56)c1,-7.4042503575,train,train,val,train,train
FC1(F)Oc2cccc(C=O)c2O1,-2.1558333574,train,train,val,train,train
CCNc1cc(C#N)c(N)c2C(=O)c3ccccc3C(=O)c12,-7.6382805905,train,train,val,train,train
CCCCCCCC\C=C/CCCCCCCCNCCCN.CCCCCCCC\C=C/CCCCCCCC(O)=O.CCCCCCCC\C=C/CCCCCCCC(O)=O,-8.2501920599,train,train,train,train,val
CCCCC(CC)COC(=O)c1ccc(Nc2nc(Nc3ccc(cc3)C(=O)NC(C)(C)C)nc(Nc4ccc(cc4)C(=O)OCC(CC)CCCC)n2)cc1,-8.1852587653,val,train,train,train,train
O=[V]=O,-4.4002500912,val,train,train,train,train
[Cl-].CCCCCCCCCCCC[n+]1ccccc1,-0.4539105371,train,train,train,train,val
Cc1cccc(C)c1OCC(O)=O,-2.2566445306,train,train,val,train,train
CCCCC(CC)C(=O)O[Co]OB(O[Co])O[Co](OC(=O)C(CC)CCCC)OC(=O)C(CC)CCCC,-1.8254561435,val,train,train,train,train
[Na+].[Na+].OCC1=CC(=N/Nc2ccc(c3ccccc23)[S]([O-])(=O)=O)\C(=O)/C(=N/Nc4ccc(c5ccccc45)[S]([O-])(=O)=O)C1=O,-0.8171647444,train,train,val,train,train
CC(=O)c1ccc(O)cc1,-1.1383824511,train,train,train,train,val
[O--].[O--].[Mg++].[Ca++],-1.9883562334,train,train,train,val,train
[Na+].[Na+].Nc1ccc2cc(c(N=Nc3ccc(N=Nc4cccc(C([O-])=O)c4O)c5ccccc35)c(O)c2c1)[S]([O-])(=O)=O,-2.7868204517,train,train,val,train,train
CC(C)=CCC\C(C)=C\C=C\C(C)=O,-3.2972120668,train,train,train,train,val
C=CN1CCN(C=C)C1=O,-1.1558864442,train,train,train,val,train
Nc1cc(ccc1O)[N+]([O-])=O,-2.2056018566,train,train,val,train,train
[Mg++],-2.4020693383,train,train,val,train,train
O=[Ca],-1.7683268794999998,val,train,train,train,train
[O-][N+](=O)c1ccc2NC(=O)Nc2c1,-3.2740875474,train,train,train,train,val
Cc1ccc(cc1)[S](=O)(=O)/C(=C/N2CC(=O)NC2=S)C#N,-3.5292992951,train,train,val,train,train
CCC1=C(O)C(=O)C=CO1,-1.1759580204,train,train,train,val,train
COC(=O)Cc1ccccc1,-2.2114017234,train,train,train,train,val
O.[Pb].O[S](O)(=O)=O,-4.226296415899999,val,train,train,train,train
Cc1c(Cl)cccc1[N+]([O-])=O,-3.2706864295,train,train,val,train,train
[OH-].[OH-].[Ca++],-1.9107299257,train,val,train,train,train
[Si+4].[Si+4].[Si+4].[O-][P]([O-])([O-])=O.[O-][P]([O-])([O-])=O.[O-][P]([O-])([O-])=O.[O-][P]([O-])([O-])=O,-3.0559869634,train,train,val,train,train
CCCCCCCl,-3.1223887332,train,train,train,train,val
CC(=C)C(=O)OCC(F)(F)F,-2.2684756839,train,train,train,train,val
[O-][N+](=O)O[Bi](O[N+]([O-])=O)O[N+]([O-])=O,-2.642008137,train,train,train,val,train
CCCCCCC(C)=O,-2.1536963273,train,val,train,train,train
CCCCC/C=C/CC(CC(O)=O)C(O)=O,-2.4042405739,val,train,train,train,train
CCCC(CCC)(C(O)=O)C(CCC)(\C=C\C)C(O)=O,-3.4953596006,train,train,train,train,val
C[C@H]1CC(=O)C=C2CC[C@H]3[C@@H]4CC[C@H](O)[C@@]4(C)CC[C@@H]3[C@@]12C,-3.5264225666000004,train,train,train,val,train
[Na+].CC\1=Nc2ccccc2C1=N/Nc3cc(Cl)c(cc3Cl)[S](=O)(=O)NCC[S]([O-])(=O)=O,-3.7561795168,train,train,val,train,train
CC(C)(O)C(=O)c1ccc(Cc2ccc(cc2)C(=O)C(C)(C)O)cc1,-4.536378597,train,train,train,train,val
[O--].[O--].[O--].[O--].[O--].[O--].[O--].[O--].[O--].[O--].[O--].[O--].[O--].[O--].[O--].[O--].[O--].[O--].[O--].[Fe+3].[Fe+3].[Fe+3].[Fe+3].[Fe+3].[Fe+3].[Fe+3].[Fe+3].[Fe+3].[Fe+3].[Fe+3].[Fe+3].[Ba++],-8.7448595438,train,train,train,val,train
C=CC(=O)OCC1CCC2C3CC(CC3COC(=O)C=C)C12,-4.4930858187,train,train,train,val,train
O=C(Nc1ccccc1)Nc2ccccc2N[S](=O)(=O)c3ccccc3,-4.5784028785,train,val,train,train,train
[O--].[O--].[O--].[K+].[K+].[Ti+4],-5.5836431263,train,train,val,train,train
CCCCC(CC)COC(=O)C=C,-4.2832046138,train,train,val,train,train
[Zn++].CCCCC(CC)CO[P]([S-])(=S)OCC(CC)CCCC.CCCCC(CC)CO[P]([S-])(=S)OCC(CC)CCCC,-4.9288559714,train,val,train,train,train
CC(=O)OC1CC2CC1C3CCCC23,-3.3380498278,val,train,train,train,train
CCS,-0.8459165595999999,val,train,train,train,train
CCCCC(CC)COC(=O)OOC(=O)OCC(CC)CCCC,-2.5951754429,train,train,val,train,train
C[C@H](CCC=C(C)C)CC=O,-3.243750947,train,train,val,train,train
CC(C)[C@@]12CC[C@@](C)(O1)[C@@H](O)C2,-0.288092629,train,val,train,train,train
CC(C)c1ccc(CCC=O)cc1,-3.3026567859,train,train,train,val,train
CCCCBr,-2.1977641867,train,train,val,train,train
[Na+].CCCCCCCCCCCC(=O)N[C@@H](CCC(O)=O)C([O-])=O,-3.6091104804,train,train,val,train,train
CCCOC(C)OCCc1ccccc1,-3.3841929036,train,val,train,train,train
COC(OC)C(C)(C)CC=C(C)C,-3.3397616042,train,val,train,train,train
COC(C)(C)C1CCC(=CC1)C,-3.2966135776,train,val,train,train,train
[Co+3].CCN(CC)c1ccc2c(c1)[o+]c3cc(ccc3c2c4ccccc4C(O)=O)N(CC)CC.CC(C)OCCCN[S](=O)(=O)c5ccc([O-])c(c5)N=Nc6c(C)nn(c6[O-])c7ccccc7.CC(C)OCCCN[S](=O)(=O)c8ccc([O-])c(c8)N=Nc9c(C)nn(c9[O-])c%10ccccc%10,-3.2357622441000005,train,val,train,train,train
[O-][N+](=O)c1cc(Cl)ccc1Cl,-3.3642253983,train,val,train,train,train
CC/C(C)=C/CCC(C)(O)C#C,-2.3027678878,train,val,train,train,train
CO[Si](CCCOC(=O)C(C)=C)(OC)OC,-3.4779807224,train,train,train,val,train
CC(C)(c1ccc(O)cc1)c2ccc(O)cc2.OC(=O)C=C.ClCC3CO3,-3.6804449633,train,train,val,train,train
O=C1C=CC(=O)N1c2ccccc2,-2.3273175561,train,train,val,train,train
Cc1ccc(cc1)N2N=C(C)CC2=O,-2.365667988,val,train,train,train,train
OB(O)c1ccc(C=O)cc1,-2.2673846672,train,train,val,train,train
CC(=O)CC(C)(C)c1ccccc1,-2.337666283,train,train,train,val,train
CCCCCOC(=O)CC,-2.2505224040000003,train,val,train,train,train
FC(F)=C(F)Cl,-2.1609542979,train,train,train,train,val
CCCCCCCCCCCCOCCO,-1.4593774078,train,train,train,train,val
NCCCCCCCCCCC(O)=O,-2.4007753619,train,train,val,train,train
NC(Nc1ccc(Cl)cc1)=NC(N)=NCCCCCCN=C(N)N=C(N)Nc2ccc(Cl)cc2,-2.8005950876,train,train,val,train,train
C\C=C1/CC2CC1C=C2,-3.1767964148,train,train,train,val,train
CCN(C(=O)N(CC)c1ccccc1)c2ccccc2,-3.5256277962,train,train,train,val,train
CCCCOC(=O)c1ccccc1N,-3.3830205262,train,train,val,train,train
Oc1ccccc1C(=O)OCc2ccccc2,-4.4139224059,train,val,train,train,train
CCCC[Sn](CCCC)(CCCC)CCCC,-4.596065772,train,train,train,train,val
[Mg++].C[O-].C[O-],-3.9943699512,train,val,train,train,train
[Cd++],-4.1112934221,train,val,train,train,train
O[S](=O)(=O)c1cccc2cc(Nc3ccccc3)cc(Nc4ccccc4)c12,-4.6725029066,train,train,train,val,train
CCC(C)(OOC(C)(C)C)OOC(C)(C)C,-4.4507609201,train,train,train,val,train
S(c1ccccc1)c2ccccc2,-4.3606078686,train,train,train,train,val
CCOCCCN[S](=O)(=O)c1ccc(Oc2cc(O)c3C(=O)c4ccccc4C(=O)c3c2N)cc1,-4.7874700957,train,train,val,train,train
Clc1c(Cl)c(Cl)c2C(=O)OC(=O)c2c1Cl,-4.5531196112,train,train,train,val,train
[Ca++].CC1=NN(c2cccc(c2)[S]([O-])(=O)=O)C(=O)C1N=Nc3cc(Cl)c(Cl)cc3[S]([O-])(=O)=O,-3.8390840609,train,train,val,train,train
CCO,1.2336682179,train,train,train,train,val
COc1ccc(OC)cc1,-2.2455315279,train,train,train,train,val
C1CCC(CC1)OCCc2ccccc2,-2.4180900548,train,val,train,train,train
[Co++].CCC(C)(CCC(C)C)C([O-])=O.CCC(C)(CCC(C)C)C([O-])=O,-2.7160174073000003,train,val,train,train,train
C/C=C/C(=O)C1C(C)C=CCC1(C)C,-3.3963665007,val,train,train,train,train
O=C(OCC1CO1)c2ccc(cc2)C(=O)OCC3CO3,-3.5579600556,val,train,train,train,train
CCCCC/C=C/CCC=O,-3.301742894,val,train,train,train,train
[Na+].[Na+].CN(CCO)c1nc(Nc2ccccc2)nc(Nc3ccc(/C=C/c4ccc(Nc5nc(Nc6ccccc6)nc(n5)N(C)CCO)cc4[S]([O-])(=O)=O)c(c3)[S]([O-])(=O)=O)n1,-3.0693211517,train,train,train,train,val
Cc1cc(C)c(C)c(O)c1,-2.2522030039,train,val,train,train,train
CC(F)(F)F,-2.043101387,train,train,train,val,train
CC(C)(O)C(=O)c1ccc(OCCO)cc1,-1.4699304792,train,val,train,train,train
CN=C=S,-0.9832225904,val,train,train,train,train
CN(C(=O)N(C)c1ccccc1)c2ccccc2,-3.4975575811,train,val,train,train,train
O=C1CCCCCCCCCCC(=O)OCCO1,-3.533758505,train,train,val,train,train
CC(C)CCCCCCCO,-3.3243784972,train,val,train,train,train
[Co++].CCC([O-])=O.CCC([O-])=O,-0.4376623173,val,train,train,train,train
CCOC(=O)C1OC1c2ccccc2,-2.4096512377,val,train,train,train,train
CC(C)CCCC(C)(C)O,-2.2869836341,train,train,val,train,train
CCC(=O)OCc1ccccc1,-2.344979827,train,train,train,train,val
CC(=O)OC1(CCCCC1)C#C,-2.352215179,train,train,train,train,val
CCN(CC)CC,-0.1376829835,train,train,train,val,train
CCCCCCCC\C=C/CCCCCCCCNCCCNCCCN,-3.7183913352,train,val,train,train,train
CSC,-0.9312189022,train,val,train,train,train
[Na+].CNC([S-])=S,0.747325108,train,val,train,train,train
Nc1cc(Cl)c(Cl)cc1Cl,-3.4359504856,train,val,train,train,train
Clc1cccc(n1)C(Cl)(Cl)Cl,-3.506108364,train,val,train,train,train
OC(=O)c1cc2ccccc2cc1O,-3.4172455835,train,train,train,train,val
C\C=C/C=C.C/C=C/C=C.C1CC=CC1,-2.4542650743000003,val,train,train,train,train
CC(C)c1cccc(c1)C(C)CC=O,-3.6773468456,train,train,train,val,train
[Na+].[Na+].[Na+].[Na+].[Na+].[Na+].Nc1c(N=Nc2cc(Nc3nc(Cl)nc(Nc4cccc(c4)[S](=O)(=O)CCO[S]([O-])(=O)=O)n3)ccc2[S]([O-])(=O)=O)c(cc5cc(c(N=Nc6ccc7c(cccc7[S]([O-])(=O)=O)c6[S]([O-])(=O)=O)c(O)c15)[S]([O-])(=O)=O)[S]([O-])(=O)=O,-1.277021164,train,train,train,train,val
FC1CC(F)(F)C(F)(F)C1(F)F,-2.436880918,train,train,train,train,val
CCCC[Sn](CCCC)(CCCC)O[Sn](CCCC)(CCCC)CCCC,-3.9228515135,train,train,train,train,val
CCCCC,-3.006984006,train,train,val,train,train
COc1cc(\C=C\C)ccc1O,-2.3647374971,val,train,train,train,train
Cc1ccc(C=O)cc1C,-2.277035079,train,train,val,train,train
O.CC([NH3+])c1ccccc1.C[C@@H]2O[C@@H]2[P](O)([O-])=O,-0.5941393378000001,train,train,train,val,train
[Na+].[Na+].[O-]C(=O)c1ccccc1C2=C3C=C(I)C(=O)C(=C3Oc4c(I)c([O-])c(I)cc24)I,-1.0993150407,train,train,val,train,train
CCCCOC(C)=O,-1.2199585633,train,train,train,train,val
Nc1ccc(c2ccc(N)cc2[S](O)(=O)=O)c(c1)[S](O)(=O)=O,-2.6919272706,train,train,train,val,train
COc1cc(C=O)cc(c1O)[N+]([O-])=O,-2.4496899299,val,train,train,train,train
CCN(CC)c1cccc(NC(C)=O)c1,-2.4693780306,train,train,train,val,train
O=[Pb],-3.5023551324,train,val,train,train,train
Cc1ccccc1NC(N)=Nc2ccccc2C,-3.5338845835000003,val,train,train,train,train
