SMILES,logP,fold_0,fold_1,fold_2,fold_3,fold_4
c(c(ccc1)ccc2)(c1c(c3ccc4)c4)c23,-6.0,train,train,train,val,train
c1c(CC3)c2c(C3)ccc(CC4)c2c(C4)c1,-5.96,train,train,val,train,train
C3c1ccccc1c4ccc2ccccc2c34,-6.68,val,train,train,train,train
c1ccc2c3cc4ccccc4cc3Cc2c1,-8.04,train,train,val,train,train
c1ccc2c3ccccc3c4ccccc4c2c1,-6.74,train,val,train,train,train
c(c(c(cc1)ccc2)c2cc3)(c3cc(c4ccc5)c5)c14,-8.19,train,train,val,train,train
c(c(c(c(c1)ccc2)c2)c(c(c3ccc4)c4)C)(c3C)c1,-7.02,train,train,train,val,train
c1ccc2c(c1)c4cccc5ccc3cccc2c3c45,-7.8,train,train,train,val,train
c(c(ccc1)ccc2)(c1c(c(c(cc3)ccc4)c45)c3)c25,-8.8,val,train,train,train,train
c16cccc2ccc3ccc4ccc5cccc6c5c4c3c12,-9.03,train,train,val,train,train
s(c(c(c1cccc2)ccc3)c3)c12,-4.38,val,train,train,train,train
Nc3ccc2cc1ccccc1cc2c3,-5.17,train,train,val,train,train
c1cc2cc3cc(CC)ccc3cc2cc1,-6.89,train,train,val,train,train
c12ccccc1cc3c4ccccc4c5c3c2ccc5,-8.23,val,train,train,train,train
c1ccc4c(c1)ccc5c2cccc3cccc(c23)c45,-8.0,train,train,val,train,train
c2ccc1cc3c(cc1c2)c4cccc5cccc3c45,-8.49,train,val,train,train,train
c(c(c(c(c1)ccc2)c2)cc(c3c(c(c4)ccc5)c5)c4)(c1)c3,-8.66,train,train,val,train,train
CI,-1.0,train,train,train,val,train
ClCCl,-0.63,val,train,train,train,train
BrCCl,-0.89,train,train,train,train,val
ClC(Cl)Cl,-1.17,train,val,train,train,train
ClC(Br)Cl,-1.54,train,train,train,val,train
ClC(Br)Br,-1.9,train,train,val,train,train
BrC(Br)Br,-1.91,train,train,train,train,val
BrC(Br)(Br)Br,-3.14,train,train,val,train,train
CCBr,-1.09,train,train,train,val,train
CCI,-1.6,train,train,val,train,train
ClC(Cl)C,-1.29,train,train,train,train,val
ClCCBr,-1.32,train,val,train,train,train
BrCCBr,-1.68,train,train,val,train,train
ClC(Cl)(Cl)C,-2.0,train,train,train,train,val
ClC(Cl)CCl,-1.48,train,train,train,val,train
ClC(Cl)(Cl)CCl,-2.18,train,val,train,train,train
ClC(Cl)(Cl)C(Cl)Cl,-2.6,val,train,train,train,train
ClC(Cl)(F)C(F)(F)Cl,-3.04,train,train,train,val,train
ClC(Cl)(Cl)C(Cl)(Cl)Cl,-3.67,train,train,train,train,val
CC(Cl)C,-1.41,train,train,val,train,train
CCCBr,-1.73,train,train,train,val,train
CC(Br)C,-1.59,train,val,train,train,train
CCCI,-2.29,val,train,train,train,train
ClCCCCl,-1.62,train,train,val,train,train
ClCC(Cl)C,-1.6,val,train,train,train,train
BrCCCCl,-1.85,train,train,val,train,train
BrCCCBr,-2.08,train,val,train,train,train
BrCC(Br)CCl,-2.38,train,train,train,train,val
ClCC(Cl)CCl,-1.92,val,train,train,train,train
CCCCCl,-2.03,train,train,train,val,train
CC(Cl)CC,-1.96,train,train,train,val,train
ICCCC,-2.96,train,train,train,val,train
CC(C)CCl,-2.0,train,train,train,val,train
CC(C)CBr,-2.43,train,train,val,train,train
ClC(Cl)CCC,-2.4,train,train,train,val,train
CCCCCCl,-2.73,train,val,train,train,train
CC(Cl)CCC,-2.63,train,train,train,train,val
CCC(Cl)CC,-2.63,train,train,train,train,val
CC(C)(Cl)CC,-2.51,val,train,train,train,train
CC(C)(Cl)C(Cl)C,-2.69,train,train,train,val,train
CCCCCCCl,-3.12,train,train,val,train,train
CCCCCBr,-3.07,train,train,train,val,train
CCCCCCBr,-3.81,train,train,train,val,train
C1CCCCC1Br,-2.3,val,train,train,train,train
FC(F)(F)C(Cl)Br,-1.71,train,val,train,train,train
FC(F)(C(F)(F)Cl)Cl,-3.12,train,train,train,train,val
C(C(C(C(C1Cl)Cl)Cl)Cl)(C1Cl)Cl,-4.59,train,train,val,train,train
CCCCCCCCl,-3.99,train,train,val,train,train
CCCCCCCI,-4.81,train,train,val,train,train
ClC(Cl)=C,-1.64,train,train,train,train,val
ClC=CCl,-1.3,val,train,train,train,train
IC=CI,-3.22,train,val,train,train,train
ClC=C(Cl)Cl,-1.96,train,train,val,train,train
ClC(Cl)=C(Cl)Cl,-2.54,train,val,train,train,train
C=CCCl,-1.36,train,val,train,train,train
ClC2C1OC1C3C2C4(Cl)C(=C(Cl)C3(Cl)C4(Cl)Cl)Cl,-6.29,val,train,train,train,train
ClC3=C(Cl)C4(Cl)C2C1CC(C=C1)C2C3(Cl)C4(Cl)Cl,-7.33,train,val,train,train,train
ClC4=C(Cl)C5(Cl)C3C1CC(C2OC12)C3C4(Cl)C5(Cl)Cl,-6.18,train,train,train,val,train
C=CCBr,-1.5,train,train,train,train,val
C(=C(C(=C1Cl)Cl)Cl)(C1(Cl)Cl)Cl,-5.18,train,train,val,train,train
ClC(=C(C=C(Cl)Cl)Cl)Cl,-4.23,train,train,val,train,train
c1ccccc1F,-1.8,train,train,train,train,val
c1ccccc1Cl,-2.38,val,train,train,train,train
c1cc(I)ccc1F,-3.13,train,train,val,train,train
c1cc(Cl)ccc1Cl,-3.27,train,train,train,val,train
c1cccc(Cl)c1Cl,-3.05,train,train,train,train,val
c1ccc(Cl)cc1Cl,-3.04,train,train,train,train,val
c1ccc(Cl)cc1Br,-3.21,train,train,train,train,val
c1cc(Cl)ccc1Br,-3.63,train,train,train,val,train
c1cc(Br)ccc1Br,-4.07,train,train,train,val,train
c1cccc(Br)c1Br,-3.5,val,train,train,train,train
c1cc(Cl)cc(Cl)c1Cl,-3.59,train,val,train,train,train
c1ccc(Cl)c(Cl)c1Cl,-4.0,train,train,train,train,val
c1c(Cl)cc(Cl)cc1Cl,-4.48,train,val,train,train,train
c1ccc(Br)c(Br)c1Br,-5.04,train,train,train,val,train
c1c(F)cc(F)c(F)c1F,-2.31,train,train,train,train,val
c1c(F)c(F)cc(F)c1F,-2.38,train,train,train,train,val
c1c(Cl)cc(Cl)c(Cl)c1Cl,-4.63,train,train,val,train,train
c1cc(Cl)c(Cl)c(Cl)c1Cl,-4.57,val,train,train,train,train
c1ccccc1I,-2.78,train,train,val,train,train
c1cc(Br)ccc1C,-3.19,train,train,val,train,train
c1cc(F)ccc1CCl,-2.54,train,train,train,train,val
c1cc(F)ccc1F,-1.97,train,train,train,val,train
c1ccc(Br)cc1C,-3.52,val,train,train,train,train
c1cccc(Cl)c1C,-3.52,train,train,val,train,train
c1ccccc1CCl,-2.39,val,train,train,train,train
c1cc(Cl)ccc1C,-3.08,train,val,train,train,train
c1ccccc1c2c(Cl)cccc2,-4.54,train,train,val,train,train
c1ccccc1c2cc(Cl)ccc2,-4.88,train,train,val,train,train
c1cc(Cl)ccc1c2ccc(Cl)cc2,-6.56,val,train,train,train,train
c1cccc(Cl)c1c2c(Cl)cccc2,-5.27,train,train,train,val,train
c1ccc(Cl)cc1c2cc(Cl)ccc2,-5.8,train,train,val,train,train
c1ccccc1c2cc(Cl)c(Cl)cc2,-6.39,train,train,val,train,train
c1ccccc1c2c(Cl)cc(Cl)cc2,-5.25,train,val,train,train,train
c1ccccc1c2c(Cl)cccc2Cl,-5.21,train,train,train,val,train
c1ccccc1c2c(Cl)cc(Cl)c(Cl)c2,-6.27,train,train,train,val,train
c1cc(Cl)ccc1c2c(Cl)ccc(Cl)c2,-6.25,train,train,val,train,train
c1ccccc1c2c(Cl)cc(Cl)cc2Cl,-6.14,train,train,val,train,train
c1ccc(Cl)cc1c2c(Cl)ccc(Cl)c2,-6.01,train,train,val,train,train
c1cc(Cl)ccc1c2c(Cl)c(Cl)ccc2,-6.26,val,train,train,train,train
c1cc(Cl)ccc1c2c(Cl)cc(Cl)cc2,-6.21,train,train,val,train,train
c1ccccc1c2c(Cl)c(Cl)ccc2Cl,-6.29,train,train,train,train,val
c1ccc(Cl)c(Cl)c1c2c(Cl)c(Cl)ccc2,-7.28,train,train,train,train,val
c1cc(Cl)c(Cl)cc1c2c(Cl)cc(Cl)cc2,-7.8,train,train,train,val,train
c1ccc(Cl)c(Cl)c1c2c(Cl)ccc(Cl)c2,-6.47,train,train,train,train,val
c1cc(Cl)cc(Cl)c1c2c(Cl)ccc(Cl)c2,-6.57,train,train,train,val,train
c1c(Cl)ccc(Cl)c1c2c(Cl)ccc(Cl)c2,-7.0,train,train,train,val,train
Clc1cccc(Cl)c1c2c(Cl)cccc2Cl,-7.39,val,train,train,train,train
c1cc(Cl)c(Cl)cc1c2c(Cl)ccc(Cl)c2,-7.25,train,train,val,train,train
c1cc(Cl)cc(Cl)c1c2c(Cl)cc(Cl)cc2,-6.51,train,train,val,train,train
c1cc(Cl)c(Cl)cc1c2c(Cl)c(Cl)c(Cl)cc2,-7.05,train,train,train,val,train
Clc1cccc(Cl)c1c2c(Cl)cc(Cl)cc2Cl,-7.32,val,train,train,train,train
c1cc(Cl)c(Cl)cc1c2c(Cl)cc(Cl)c(Cl)c2,-7.39,train,train,train,train,val
c1c(Cl)c(Cl)c(Cl)c(Cl)c1c2c(Cl)cccc2,-7.21,val,train,train,train,train
Clc1cc(Cl)c(Cl)c(Cl)c1c2c(Cl)cccc2,-7.43,val,train,train,train,train
c1c(Cl)c(Cl)cc(Cl)c1c2c(Cl)cc(Cl)c(Cl)c2,-8.56,train,train,train,train,val
Clc1cc(Cl)c(Cl)cc1c2c(Cl)c(Cl)ccc2Cl,-8.65,train,train,train,train,val
Clc1cc(Cl)c(Cl)cc1c2c(Cl)c(Cl)cc(Cl)c2,-8.6,train,train,train,train,val
c1cc(Cl)c(Cl)c(Cl)c1c2c(Cl)cc(Cl)c(Cl)c2,-8.32,train,train,train,val,train
Clc1c(Cl)cc(Cl)c(Cl)c1c2c(Cl)ccc(Cl)c2,-7.42,train,train,val,train,train
Clc1c(Cl)cc(Cl)cc1c2c(Cl)cc(Cl)cc2Cl,-8.71,train,train,train,train,val
c1cc(Cl)c(Cl)cc1c2c(Cl)c(Cl)c(Cl)c(Cl)c2,-7.82,train,train,train,train,val
c1cc(Cl)c(Cl)cc1c2c(Cl)c(Cl)c(Cl)cc2Cl,-7.66,train,train,train,train,val
c1ccc(Cl)c(Cl)c1c2c(Cl)c(Cl)c(Cl)c(Cl)c2,-8.42,val,train,train,train,train
Clc1cc(Cl)c(Cl)c(Cl)c1c2c(Cl)cc(Cl)c(Cl)c2,-7.92,val,train,train,train,train
c1cc(Cl)c(Cl)c(Cl)c1c2c(Cl)c(Cl)c(Cl)cc2Cl,-8.3,val,train,train,train,train
c1c(Cl)ccc(Cl)c1c2c(Cl)c(Cl)c(Cl)c(Cl)c2Cl,-8.94,train,val,train,train,train
c1c(Cl)c(Cl)c(Cl)c(Cl)c1c2c(Cl)c(Cl)c(Cl)c(Cl)c2,-9.16,train,train,val,train,train
c1c(Cl)c(Cl)c(Cl)c(Cl)c1c2c(Cl)c(Cl)c(Cl)c(Cl)c2Cl,-10.26,train,val,train,train,train
Clc1c(Cl)c(Cl)c(Cl)c(Cl)c1c2c(Cl)c(Cl)cc(Cl)c2Cl,-10.41,train,train,val,train,train
Clc1c(Cl)c(Cl)c(Cl)c(Cl)c1c2c(Cl)c(Cl)c(Cl)c(Cl)c2Cl,-11.62,train,val,train,train,train
ClC(Cl)=C(c1ccc(Cl)cc1)c2ccc(Cl)cc2,-6.9,train,train,train,train,val
c(c(ccc1Cl)ccc2)(c2)c1,-4.14,train,train,train,val,train
c1ccc2ccccc2c1Cl,-3.93,val,train,train,train,train
c1ccc2ccccc2c1Br,-4.35,train,train,train,train,val
CCCCO,0.0,val,train,train,train,train
CCC(O)C,0.43,val,train,train,train,train
OCC(C)C,0.04,train,train,train,val,train
CCCCCO,-0.6,train,train,val,train,train
CCC(O)CC,-0.24,train,val,train,train,train
CC(O)(CC)C,0.08,train,train,train,train,val
CCC(C)CO,-0.47,train,train,val,train,train
OCCC(C)C,-0.52,train,val,train,train,train
OC(C(C)C)C,-0.2,train,train,val,train,train
CCCCCCO,-1.24,train,train,train,train,val
CCC(O)CCC,-0.8,train,train,train,train,val
CC(O)CCCC,-0.89,val,train,train,train,train
CCC(O)C(C)C,-0.7,train,train,val,train,train
OC(CC(C)C)C,-0.8,val,train,train,train,train
OC(CCC)(C)C,-0.49,train,train,val,train,train
OCC(CCC)C,-1.11,train,train,val,train,train
CCC(C)(C)CO,-1.04,train,train,train,val,train
OCCC(C)(C)C,-0.5,train,val,train,train,train
OCC(CC)CC,-1.17,train,train,val,train,train
CC(O)C(C)CC,-0.72,val,train,train,train,train
OC(CC)(CC)C,-0.38,val,train,train,train,train
CC(O)(C)C(C)C,-0.41,train,train,train,train,val
C1CCCCC1O,-0.44,train,val,train,train,train
OCCCCCCC,-1.81,val,train,train,train,train
CCCCC(O)CC,-1.47,val,train,train,train,train
CCCC(O)CCC,-1.4,train,train,train,val,train
CC(O)(C)CC(C)C,-0.92,train,train,train,train,val
OCC(C)(C)CCC,-1.52,val,train,train,train,train
OCCCC(C)(C)C,-1.55,train,train,val,train,train
CC(O)CCC(C)C,-1.38,train,train,val,train,train
CCCCC(O)(C)C,-1.08,train,train,val,train,train
CC(C)(C)C(O)CC,-1.15,train,train,val,train,train
CCC(O)(C)CCC,-1.0,train,train,train,train,val
CC(O)(C)C(C)CC,-0.89,train,train,train,train,val
CC(C)C(C)(O)CC,-0.85,val,train,train,train,train
OC(CC)(CC)CC,-0.85,train,train,train,val,train
OCCCCCCCC,-2.39,train,val,train,train,train
OC(CCCCCC)C,-2.09,train,train,train,val,train
OCC(CCCC)CC,-2.11,train,train,val,train,train
CCCCC(C)C(C)O,-1.72,val,train,train,train,train
CC(C)(C)C(O)(C)CC,-1.27,train,val,train,train,train
CC(O)(C)CCCCC,-1.72,val,train,train,train,train
c1ccccc1CCO,-0.74,train,train,train,train,val
OC(c(cccc1)c1)c(cccc2)c2,-2.55,train,train,train,val,train
OCCCCCCCCCCCC,-4.67,train,train,val,train,train
OCCCc(cccc1)c1,-1.38,val,train,train,train,train
OCCOc(cccc1)c1,-0.71,train,val,train,train,train
OCCCCCCCCC,-3.01,train,train,train,val,train
OC(CCC(C1)C)C1,-0.88,train,train,train,val,train
c1c(Cl)c(CO)c(Cl)cc1,-2.1,train,train,train,train,val
Oc(cccc1)c1,0.0,val,train,train,train,train
Oc(cccc1O)c1,0.81,train,train,train,val,train
c1cc(O)ccc1O,-0.17,train,train,val,train,train
Oc(c(ccc1)C)c1,-0.62,train,val,train,train,train
c1ccccc1CO,-0.4,train,val,train,train,train
c1cc(C)ccc1O,-0.7,val,train,train,train,train
OCc(c(O)ccc1)c1,-0.29,train,train,train,train,val
OC(c1ccccc1)C,-0.92,val,train,train,train,train
c1cc(C)cc(C)c1O,-1.19,train,train,val,train,train
c1c(C)cc(C)cc1O,-1.4,train,train,train,train,val
Oc(ccc(c1)C(C)(C)C)c1,-2.41,train,train,val,train,train
Oc(ccc(c(cccc1)c1)c2)c2,-3.48,train,train,val,train,train
Oc(ccc(c1)C(c(ccc(O)c2)c2)(C)C)c1,-2.82,val,train,train,train,train
Oc(c(c(ccc1)cc2)c1)c2,-2.22,train,train,train,train,val
Oc(c(c(c(O)cc1)cc2)c1)c2,-2.92,train,train,train,val,train
Oc(c(ccc1)CC)c1,-1.36,train,val,train,train,train
Oc(c(c(cccc1)c1)ccc2)c2,-2.39,val,train,train,train,train
CCC=O,0.58,train,train,train,val,train
CCCCC=O,-0.85,train,train,train,train,val
O=CCCCCC,-1.3,val,train,train,train,train
O=CCCCCCC,-1.7,train,val,train,train,train
O=CCCCCCCC,-2.36,train,val,train,train,train
O=CC=C,0.57,train,val,train,train,train
O=CC=CC,0.32,train,train,train,train,val
O=Cc(cccc1)c1,-1.19,train,val,train,train,train
O=Cc(ccc(OCO1)c12)c2,-1.63,train,train,train,train,val
O=C(CC)C,0.52,val,train,train,train,train
O=C(CCC)C,-0.19,train,val,train,train,train
O=C(CCCC)C,-0.8,val,train,train,train,train
O=C(CC(C)C)C,-1.42,train,val,train,train,train
O=C(CCCCC)C,-1.42,train,train,val,train,train
O=C(CCC)CCC,-1.3,train,train,train,val,train
O=C(CCCCCC)C,-2.05,train,train,val,train,train
O=C(CCCC)CCCC,-2.59,val,train,train,train,train
O=C(C=C)CCC,-0.83,train,train,train,val,train
O=C(C=C(CC1(C)C)C)C1,-1.06,train,train,val,train,train
O=C(CCC(C)C)C,-1.33,val,train,train,train,train
O=C(c(cccc1)c1)CC,-1.83,train,train,val,train,train
CC(=O)CC(=O)C,0.22,val,train,train,train,train
O=C(CCCCCCCC)C,-3.31,val,train,train,train,train
O=C(C(C(C(C(C(C(C(=CC(=O)C1)C2)(C1)C)C3)C2)C4)(C3)C)C4)C,-4.43,train,val,train,train,train
O=C(c(cccc1)c1)C,-1.28,train,val,train,train,train
O=C(c(c(C(=O)c1cccc2)ccc3)c3)c12,-5.19,val,train,train,train,train
CC(=O)O,1.22,train,train,train,val,train
OC(=O)C(=O)O,0.38,train,val,train,train,train
CCCC(=O)O,-0.19,train,train,train,train,val
O=C(O)CCCC(=O)O,1.0,train,val,train,train,train
O=C(O)CCCCC,-1.06,train,train,train,train,val
O=C(O)CCCCC(=O)O,-0.82,train,val,train,train,train
O=C(O)CCCCCCC,-2.3,train,val,train,train,train
O=C(O)CCCCCCCCCCC,-4.62,train,train,train,val,train
O=C(O)C(=C)C,0.01,train,val,train,train,train
O=C(O)C=CC=CC,-1.77,train,train,train,val,train
O=C(O)c(cccc1)c1,-1.55,train,val,train,train,train
c1cc(C)ccc1C(=O)O,-2.6,train,train,train,val,train
c1cccc(C)c1C(=O)O,-2.06,train,val,train,train,train
O=C(O)Cc(cccc1)c1,-0.89,train,train,val,train,train
O=C(O)c(c(ccc1)C(=O)O)c1,-2.11,train,val,train,train,train
O=C(O)CCCCCCCCCCCCCCC,-6.81,val,train,train,train,train
O=C(O)C(O)(c(cccc1)c1)c(cccc2)c2,-2.21,train,train,val,train,train
O=C(OC(C1C(C2(CC(O)(C3=C)CC4)C3)C(=O)O)(C24)C=CC5O)C15C,-1.84,train,train,train,train,val
O=C(O)C(C)C,0.28,val,train,train,train,train
O=C(O)C(CC)CC,-0.81,train,val,train,train,train
CCCC(CCC)C(O)=O,-1.86,val,train,train,train,train
O=C(O)C(CCCC1)C1,-1.45,train,train,val,train,train
O=C(O)COc(cccc1)c1,-1.1,train,train,train,val,train
O=C(O)CCCCCCCCCC,-3.55,train,val,train,train,train
O=C(O)CCCCCCCCC=C,-3.4,train,train,train,train,val
O=C(NCC(=O)O)c(cccc1)c1,-1.68,train,train,val,train,train
OC(=O)c1ccsc1,-1.47,val,train,train,train,train
O=C(O)C(OC=C1)=C1,-0.48,train,train,train,val,train
O=COC,0.58,train,train,train,val,train
O=C(OC)C,0.52,val,train,train,train,train
O=C(OCC)C,-0.04,train,train,train,train,val
O=COCCC,-0.49,train,val,train,train,train
O=C(OC)CC,-0.14,train,train,train,train,val
O=C(OCCC)C,-0.72,val,train,train,train,train
O=C(OC)CCC,-0.82,train,train,val,train,train
O=COCC(C)C,-1.01,train,train,train,val,train
O=C(OC(C)C)C,-0.55,train,train,train,val,train
O=C(OCCCC)C,-1.24,val,train,train,train,train
O=C(OC)CCCC,-1.36,val,train,train,train,train
O=C(OCC(C)C)C=C,-1.21,val,train,train,train,train
O=C(OCC)CC(=O)OCC,-0.82,train,train,train,val,train
O=C(OCCCCC)C,-1.89,train,val,train,train,train
O=C(OC)CCCCC,-2.0,val,train,train,train,train
O=C(OCC)CCCC,-1.75,train,train,train,val,train
O=C(OCCC(C)C)C,-1.92,train,train,val,train,train
O=C(OCCCCCC)C,-2.46,train,val,train,train,train
O=C(OC)CCCCCCC,-3.39,train,train,val,train,train
O=C(OCC)CCCCCC,-2.71,train,train,val,train,train
O=C(OCC(OC(=O)C)COC(=O)C)C,-0.6,train,val,train,train,train
O=C(OCC)CCCCCCC,-3.39,train,val,train,train,train
O=C(OCC)CCCCCCCCC,-4.1,val,train,train,train,train
O=C(OC)C=C,-0.22,train,train,val,train,train
O=C(OCC)C=C,-0.74,val,train,train,train,train
O=C(OC)C(=C)C,-0.8,train,train,val,train,train
O=C(OCC)c(cccc1)c1,-2.32,train,val,train,train,train
O=C(OC)c(c(ccc1)C(=O)OC)c1,-1.66,train,train,val,train,train
O=C(OCCC)c(cccc1)c1,-2.67,train,train,train,val,train
O=C(OCC)c(c(ccc1)C(=O)OCC)c1,-2.35,train,val,train,train,train
O=C(OCC(C)C)c(c(ccc1)C(=O)OCC(C)C)c1,-4.66,train,val,train,train,train
O=C(OCC(CCCC)CC)c(c(ccc1)C(=O)OCC(CCCC)CC)c1,-6.96,train,train,val,train,train
O=C(OCc(cccc1)c1)c(c(ccc2)C(=O)OCCCC)c2,-5.64,train,train,val,train,train
COCOC,0.48,val,train,train,train,train
COCCC,-0.39,train,train,train,val,train
COC(C)C,-0.06,train,val,train,train,train
COCCCC,-0.99,val,train,train,train,train
CCOCCC,-0.66,train,train,train,train,val
CCOC(C)C,-0.55,train,train,train,train,val
O(CCCC1)C1,-0.03,train,val,train,train,train
CCCOCCC,-1.62,val,train,train,train,train
O(C(C)C)C(C)C,-1.1,val,train,train,train,train
CCOCCOCC,-0.77,train,train,val,train,train
O(C(OCC)C)CC,-0.43,train,train,train,train,val
CCCCOCCCC,-1.85,train,train,train,train,val
CCOC=C,-0.85,train,train,val,train,train
c1ccccc1Oc2ccccc2,-3.96,train,train,train,train,val
o2c1ccccc1oc3ccccc23,-5.31,train,train,val,train,train
Cc1cccc(c1)Oc2cccc(c2)C,-4.85,train,train,val,train,train
O(C1C)C1,-0.59,train,val,train,train,train
O(CCC1)C1,0.56,train,train,train,train,val
O(C(CC1)C)C1,0.11,train,train,train,train,val
O1C=CC=C1,-0.82,train,train,train,val,train
o(c(c(c1cccc2)ccc3)c3)c12,-4.6,val,train,train,train,train
O=C(O)C(O)(CC(=O)O)CC(=O)O,0.51,train,train,val,train,train
OCC1C(O)C(O)C(O)C(O)O1,0.74,train,train,train,val,train
O1CC(O)C(O)C(O)C1(O)CO,0.64,train,train,train,train,val
CC13CCC(=O)C=C1CCC4C2CCC(O)(C(=O)CO)C2(C)CC(=O)C34,-3.11,val,train,train,train,train
C1(=O)C=C2CCC3C4CC(C)C(O)(C(=O)CO)C4(C)CC(O)C3(F)C2(C)C=C1,-3.64,train,train,train,val,train
CC(=O)OCC(=O)C3(O)CCC4C2CCC1=CC(=O)CCC1(C)C2C(=O)CC34C,-4.3,train,train,train,train,val
C1C2=CC(=O)C=CC2(C)C3C(O)CC4(C)C(O)(C(=O)CO)CCC4C3C1,-3.21,train,train,train,train,val
O=C(OC(C(C(C(C(C(C(=CC(=O)C1)C2)(C1)C)C3)C2SC(=O)C)C4)(C3)C)(C4)C5)C5,-4.28,train,train,train,train,val
O=C(C(C(C(C(c(c(cc(O)c1)C2)c1)C3)C2)C4)(C3)C)C4,-3.96,train,train,train,train,val
C1C(=O)C=C2CCC3C4CCC(C(=O)COC(=O)C)C4(C)CCC3C2(C)C1,-4.63,train,train,val,train,train
O=C(C=C(C(C(C(C(C(C(O)(C)C1)(C2)C)C1)C3)C2)(C4)C)C3)C4,-3.99,train,val,train,train,train
C1C(=O)C=C2CCC3C4CCC(=O)C4(C)CCC3C2(C)C1,-3.69,train,train,train,train,val
O=C1C=C2CCC3C4CC(OC(=O)C)C(O)(C(=O)COC(=O)C)C4(C)CC(O)C3(F)C2(C)C=C1,-4.13,train,train,train,val,train
CC(=O)C3(O)CCC4C2CCC1=CC(=O)CCC1(C)C2CCC34C,-4.71,train,train,val,train,train
